Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/22 - 01:47:33.8146413,0,-0.01723948,-0.2890338,-0.07486391,44.15746,334.5118,0.3983312,-0.03786083,-0.3423316,0.2105652,17.23852,312.4211,343.8686
2018/06/22 - 01:47:33.8266096,0.01070991,-0.01755027,-0.288487,-0.07495693,43.91388,334.5821,0.5626227,-0.03856987,-0.3424271,0.2100664,17.48157,312.8259,344.6935
2018/06/22 - 01:47:33.8355915,0.02457886,-0.01765815,-0.2881732,-0.07501981,43.66291,334.6134,0.780062,-0.03932002,-0.3425608,0.209637,17.62404,313.4532,345.7362
2018/06/22 - 01:47:33.8475541,0.03428923,-0.01784678,-0.2876618,-0.07508666,43.45069,334.666,1.031227,-0.04012157,-0.3426386,0.2093484,17.61292,314.0912,346.7541
2018/06/22 - 01:47:33.8655062,0.045477,-0.01808421,-0.2869353,-0.07518877,43.14798,334.6274,1.324788,-0.04096259,-0.3428426,0.2096521,17.75904,314.6067,347.3997
2018/06/22 - 01:47:33.8744824,0.06366638,-0.01823675,-0.2866022,-0.07530785,42.8089,334.6133,1.661318,-0.04174415,-0.343111,0.2097805,18.0315,314.9193,347.7962
2018/06/22 - 01:47:33.8834578,0.07329711,-0.01837268,-0.2863541,-0.07542504,42.47779,334.6143,1.998808,-0.04247536,-0.3434931,0.2101422,18.45204,315.2654,348.0149
2018/06/22 - 01:47:33.8924334,0.08150902,-0.01859364,-0.2860096,-0.07559324,42.01989,334.5734,2.35153,-0.04287778,-0.3437675,0.2103418,18.79168,315.4354,348.0155
2018/06/22 - 01:47:33.9113829,0.09120062,-0.01886196,-0.285503,-0.07575998,41.6582,334.5298,2.751098,-0.04330158,-0.3440729,0.2105796,19.17854,315.6446,348.0465
2018/06/22 - 01:47:33.9213561,0.1000892,-0.01971368,-0.2841544,-0.07611317,41.16391,334.5047,3.146737,-0.04387547,-0.3445131,0.2111142,19.21795,315.358,347.7931
2018/06/22 - 01:47:33.9353189,0.1188987,-0.02028384,-0.283485,-0.07649688,40.20415,334.7165,4.060599,-0.04452915,-0.3451378,0.211259,19.4323,314.5265,347.4011
