Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/29 - 02:39:55.7398967,1.612572,0,1,Peer hit peer's target,-1.282804,7.083809,4.735085
2018/06/29 - 02:39:58.3583925,4.233503,0,2,Peer hit peer's target,-4.907619,3.117395,-2.64655
2018/06/29 - 02:39:58.7145044,4.589083,0,3,Peer hit peer's target,2.718424,5.456767,4.171515
2018/06/29 - 02:39:58.7484141,4.62241,0,4,Peer hit peer's target,-1.10256,2.267054,-4.168497
2018/06/29 - 02:39:59.3926893,5.26755,0,5,Peer hit peer's target,3.499949,8.704096,0.6705427
2018/06/29 - 02:40:01.2708624,7.145786,1,6,Peer hit peer's target,-0.2565702,6.477356,-4.675437
2018/06/29 - 02:40:02.0837075,7.957922,2,5,Peer missed, , , 
2018/06/29 - 02:40:04.3824280,10.25666,2,4,Peer missed, , , 
2018/06/29 - 02:40:08.1478823,14.02201,4,5,Peer hit peer's target,-4.803171,5.85975,-0.7707134
2018/06/29 - 02:40:08.9357592,14.81099,4,6,Peer hit peer's target,3.950759,2.472003,2.05308
2018/06/29 - 02:40:10.2834220,16.15737,4,7,Peer hit peer's target,3.539606,8.251544,-2.049212
2018/06/29 - 02:40:13.6364502,19.51145,7,8,Peer hit peer's target,4.069431,8.079331,1.538289
2018/06/29 - 02:40:13.9936648,19.86823,7,9,Peer hit peer's target,4.330753,3.871534,-1.106012
2018/06/29 - 02:40:14.1163272,19.9904,7,10,Peer hit peer's target,3.481029,6.808068,3.132687
2018/06/29 - 02:40:14.1282952,20.0014,7,11,Peer hit peer's target,-3.610377,6.668751,-4.756083
2018/06/29 - 02:40:15.5455283,21.42011,7,12,Peer hit peer's target,-3.716544,8.317622,0.6939756
2018/06/29 - 02:40:16.1259741,21.99982,8,13,Peer hit peer's target,0.1432238,4.902969,-5.477266
2018/06/29 - 02:40:17.4365215,23.31176,8,14,Peer hit peer's target,5.190311,4.136062,-0.2952535
2018/06/29 - 02:40:18.6373396,24.51262,9,15,Peer hit peer's target,-2.72123,4.488126,3.926948
2018/06/29 - 02:40:19.2283867,25.10202,9,14,Peer missed, , , 
2018/06/29 - 02:40:20.2285201,26.10267,10,13,Peer missed, , , 
2018/06/29 - 02:40:22.4495815,28.32334,12,14,Peer hit peer's target,-2.972824,4.540236,4.235441
2018/06/29 - 02:40:22.5054320,28.37923,12,15,Peer hit peer's target,4.48097,8.478946,-0.4403321
2018/06/29 - 02:40:23.2823741,29.15685,12,16,Peer hit peer's target,3.589726,8.257357,-0.5638227
2018/06/29 - 02:40:23.5934668,29.46831,12,17,Peer hit peer's target,-3.33365,5.31705,-3.276506
2018/06/29 - 02:40:26.6184167,32.49316,14,18,Peer hit peer's target,0.06397316,2.941341,-5.110567
2018/06/29 - 02:40:30.5370846,36.41141,16,19,Peer hit peer's target,-4.160626,5.426121,4.097385
2018/06/29 - 02:40:30.9744046,36.84851,15,20,Peer hit peer's target,2.853843,2.530385,2.541482
2018/06/29 - 02:40:32.4937655,38.36791,17,21,Peer hit peer's target,3.56919,6.601237,-1.699181
2018/06/29 - 02:40:33.0382869,38.9129,17,22,Peer hit peer's target,2.13886,1.701437,-2.857335
2018/06/29 - 02:40:37.2625435,43.13654,19,23,Peer hit peer's target,-4.355761,2.687193,0.2861146
2018/06/29 - 02:40:40.4904208,46.36321,20,22,Peer missed, , , 
2018/06/29 - 02:40:40.6700637,46.54365,20,23,Peer hit peer's target,1.163342,8.550081,-3.47916
2018/06/29 - 02:40:41.1487802,47.02308,19,24,Peer hit peer's target,3.286953,3.429365,3.133221
2018/06/29 - 02:40:41.2704348,47.14563,19,25,Peer hit peer's target,-2.747715,3.584627,3.540737
2018/06/29 - 02:40:41.5616551,47.43549,19,26,Peer hit peer's target,2.924284,9.241541,-0.6677693
2018/06/29 - 02:40:43.3391030,49.21379,19,27,Peer hit peer's target,4.118112,7.870907,-2.515398
2018/06/29 - 02:40:45.6091356,51.48367,21,26,Peer missed, , , 
2018/06/29 - 02:40:45.7607308,51.63477,21,25,Peer missed, , , 
2018/06/29 - 02:40:46.9506006,52.82419,21,24,Peer missed, , , 
2018/06/29 - 02:40:49.1072048,54.98114,23,23,Peer missed, , , 
2018/06/29 - 02:40:50.0147990,55.88961,24,24,Peer hit peer's target,3.051146,3.012194,-3.767855
2018/06/29 - 02:40:50.8959035,56.77076,25,25,Peer hit peer's target,3.48822,4.282378,-3.067145
2018/06/29 - 02:40:51.5860894,57.45808,25,26,Peer hit peer's target,1.900488,4.002133,4.096712
2018/06/29 - 02:40:53.6837210,59.55778,27,27,Peer hit peer's target,3.128772,2.306839,2.79426
2018/06/29 - 02:40:53.9061270,59.78023,27,28,Peer hit peer's target,-4.585701,6.48706,-1.487283
2018/06/29 - 02:40:54.5833366,60.45745,27,29,Peer hit peer's target,3.700157,3.046544,3.349984
2018/06/29 - 02:40:55.2417828,61.11545,28,30,Peer hit peer's target,3.108223,2.13887,-1.768983
2018/06/29 - 02:40:55.3953819,61.26976,28,31,Peer hit peer's target,-0.285379,2.896115,-4.659038
2018/06/29 - 02:40:58.3292433,64.20293,27,32,Peer hit peer's target,-2.501628,7.116305,3.43193
2018/06/29 - 02:40:58.7291561,64.6027,27,31,Peer missed, , , 
2018/06/29 - 02:41:00.6161309,66.49159,29,32,Peer hit peer's target,-2.838866,6.269169,3.603842
2018/06/29 - 02:41:02.2491741,68.12309,29,33,Peer hit peer's target,1.424027,5.490311,-5.611397
2018/06/29 - 02:41:03.1299839,69.0012,28,32,Peer missed, , , 
2018/06/29 - 02:41:03.7932083,69.66851,28,31,Peer missed, , , 
2018/06/29 - 02:41:07.5752515,73.44979,31,32,Peer hit peer's target,4.577189,5.091432,2.670382
2018/06/29 - 02:41:07.6515527,73.52561,31,33,Peer hit peer's target,-3.378878,7.768038,2.402371
2018/06/29 - 02:41:07.6974309,73.57182,31,34,Peer hit peer's target,-3.027069,8.150631,-2.581856
2018/06/29 - 02:41:08.0425081,73.91682,31,35,Peer hit peer's target,1.502516,7.208481,-3.683424
2018/06/29 - 02:41:08.2838623,74.15745,32,36,Peer hit peer's target,-2.360084,8.09378,-4.192479
2018/06/29 - 02:41:09.3510465,75.22485,32,37,Peer hit peer's target,4.933463,4.529652,-0.4900185
2018/06/29 - 02:41:11.4171956,77.29192,31,38,Peer hit peer's target,-1.414399,1.177293,3.220933
2018/06/29 - 02:41:12.3734683,78.24802,32,39,Peer hit peer's target,-3.343116,4.330232,-3.191223
2018/06/29 - 02:41:15.1394641,81.0141,34,40,Peer hit peer's target,-2.834749,8.485655,-0.3308882
2018/06/29 - 02:41:16.9061421,82.78044,34,39,Peer missed, , , 
2018/06/29 - 02:41:19.3192718,85.19377,34,40,Peer hit peer's target,-5.137553,5.617465,1.612657
2018/06/29 - 02:41:23.6178094,89.49247,34,39,Peer missed, , , 
2018/06/29 - 02:41:24.8852030,90.75934,33,40,Peer hit peer's target,4.485913,7.314669,-0.8563099
2018/06/29 - 02:41:26.4072838,92.28152,31,39,Peer missed, , , 
2018/06/29 - 02:41:27.1096351,92.98241,32,38,Peer missed, , , 
2018/06/29 - 02:41:30.2624320,96.13692,30,37,Peer missed, , , 
2018/06/29 - 02:41:30.7191951,96.59264,30,36,Peer missed, , , 
2018/06/29 - 02:41:31.0173954,96.89274,31,35,Peer missed, , , 
2018/06/29 - 02:41:32.6205313,98.49402,32,34,Peer missed, , , 
2018/06/29 - 02:41:36.0646318,101.9385,33,35,Peer hit peer's target,-1.026261,3.63687,-4.811413
2018/06/29 - 02:41:36.7967382,102.6716,32,36,Peer hit peer's target,3.578854,7.494433,1.062888
2018/06/29 - 02:41:37.1188972,102.9936,32,37,Peer hit peer's target,1.118194,8.430895,3.504209
2018/06/29 - 02:41:37.5187841,103.394,33,38,Peer hit peer's target,-4.567788,3.380598,-0.1880105
