2018/07/11 - 02:44:55.2560705,0,0, ,User missed, , , 
2018/07/11 - 02:44:55.4735018,0,0, ,User missed, , , 
2018/07/11 - 02:44:55.6570007,0,0, ,User missed, , , 
2018/07/11 - 02:44:55.8315405,0,0, ,User missed, , , 
2018/07/11 - 02:44:56.0123147,0,0, ,User missed, , , 
2018/07/11 - 02:44:59.5891128,0,0, ,User missed, , , 
2018/07/11 - 02:45:02.3104442,1.47374,1, ,User hit user's target,-1.002632,2.490625,4.242481
2018/07/11 - 02:45:04.3439920,3.510138,0, ,User missed, , , 
2018/07/11 - 02:45:05.1683438,4.333978,1, ,User hit user's target,-0.5598415,6.217589,4.676781
