Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:,User points:,Peer points:
2018/07/11 - 02:45:00.8570645,0,0.0182482,-0.02673197,-0.0504047,4.209143,5.756693,358.6329,0.1805567,-0.3539536,0.208557,348.1449,7.843048,341.2144,0,0
2018/07/11 - 02:45:00.8790082,0.02260474,0.01835637,-0.02673156,-0.05043329,4.171525,5.780614,358.6305,0.1802378,-0.3530903,0.2079046,347.9873,7.14301,341.6084,0,0
2018/07/11 - 02:45:00.8979567,0.04444177,0.01842059,-0.02666929,-0.05039599,4.14191,5.806267,358.5997,0.179822,-0.3529809,0.2078834,347.9339,7.362662,342.0463,0,0
2018/07/11 - 02:45:00.9179249,0.06459461,0.01848824,-0.02662433,-0.05035226,4.112378,5.801298,358.5897,0.1794481,-0.3527993,0.2080594,347.9893,7.470026,342.6814,0,0
2018/07/11 - 02:45:00.9468244,0.08393621,0.01852053,-0.0265484,-0.05018239,4.078268,5.79862,358.5846,0.1793747,-0.3524467,0.2085329,348.4558,7.70896,342.7135,0,0
2018/07/11 - 02:45:00.9697634,0.1122753,0.01851464,-0.02647363,-0.04997285,4.075874,5.79971,358.5854,0.1795329,-0.3522977,0.2092035,349.1095,7.425204,342.492,0,0
2018/07/11 - 02:45:00.9956947,0.1359064,0.01850016,-0.02643257,-0.04971226,4.083599,5.800594,358.5999,0.1792014,-0.3517411,0.2094695,348.8578,7.142165,342.8854,0,0
2018/07/11 - 02:45:01.0196306,0.1619304,0.01849547,-0.02643342,-0.04947691,4.062148,5.803512,358.6132,0.1790983,-0.3512745,0.209631,348.4388,7.559119,343.7957,0,0
2018/07/11 - 02:45:01.0375821,0.1857107,0.01851529,-0.02642512,-0.04930663,4.039122,5.802749,358.6259,0.1796167,-0.351262,0.2104956,349.2478,8.234087,343.9289,0,0
2018/07/11 - 02:45:01.0545361,0.2041811,0.01854336,-0.02640777,-0.0490999,4.012249,5.820466,358.6407,0.1800051,-0.3511869,0.2112444,349.8745,8.543768,343.4144,0,0
2018/07/11 - 02:45:01.0704937,0.2212543,0.01858331,-0.0263814,-0.04897475,4.008082,5.839028,358.6485,0.1795198,-0.3508166,0.2121626,350.6674,8.006587,343.342,0,0
2018/07/11 - 02:45:01.0854537,0.2369612,0.01863967,-0.0263773,-0.04884409,3.991637,5.85455,358.6678,0.1789748,-0.3506918,0.2116455,349.9551,7.815956,343.6155,0,0
2018/07/11 - 02:45:01.1073951,0.251894,0.01876815,-0.02634992,-0.04867404,3.955725,5.86491,358.6712,0.1781192,-0.3500448,0.2125905,349.9893,8.673219,344.4439,0,0
2018/07/11 - 02:45:01.1253470,0.273855,0.01898731,-0.02626773,-0.04846368,3.845195,5.940557,358.7027,0.1771389,-0.3497019,0.2130744,350.0815,9.216816,345.0209,0,0
2018/07/11 - 02:45:01.1472887,0.2914689,0.01939191,-0.02603763,-0.04845796,3.621132,6.113106,358.6706,0.1741135,-0.3478439,0.2137404,349.6008,9.346548,346.0987,0,0
2018/07/11 - 02:45:01.1692295,0.3133366,0.01972424,-0.02566973,-0.04877199,3.409578,6.249563,358.7327,0.1700166,-0.3449574,0.2140658,349.039,8.072746,346.6871,0,0
2018/07/11 - 02:45:01.1891758,0.3358145,0.01997617,-0.02522278,-0.04928552,3.125164,6.250546,358.701,0.1653992,-0.341449,0.2150831,349.2929,6.187128,346.062,0,0
2018/07/11 - 02:45:01.2111173,0.3553038,0.02017322,-0.02455606,-0.04974759,2.568793,6.129101,358.6682,0.1585053,-0.3376521,0.2165207,349.334,4.048176,346.317,0,0
2018/07/11 - 02:45:01.2320614,0.3774887,0.02035943,-0.02390008,-0.05043742,2.214267,5.835065,358.7421,0.1473375,-0.3334685,0.2185232,349.2574,2.256795,348.8562,0,0
2018/07/11 - 02:45:01.2540034,0.3988291,0.02032357,-0.02315767,-0.05132356,1.923611,5.558152,358.7354,0.136291,-0.3285539,0.2194271,348.4477,0.3889281,350.2125,0,0
2018/07/11 - 02:45:01.2769410,0.4206803,0.01986808,-0.02241691,-0.05231837,1.442825,4.888436,358.6844,0.125694,-0.3228596,0.2198223,347.3358,358.3693,350.2582,0,0
2018/07/11 - 02:45:01.2999035,0.4434617,0.01923428,-0.02146402,-0.05302667,0.7950189,3.920539,358.7225,0.1154697,-0.3169249,0.2210721,346.7847,356.2911,348.5046,0,0
2018/07/11 - 02:45:01.3208252,0.4654623,0.01832357,-0.02043234,-0.05396423,0.03532174,2.683628,358.6021,0.1029505,-0.3119672,0.2230597,347.4227,353.7322,348.0964,0,0
2018/07/11 - 02:45:01.3437707,0.4872344,0.01727521,-0.01939389,-0.05538392,359.5431,1.381083,358.4337,0.08834806,-0.307274,0.2240439,347.3696,350.9342,348.4124,0,0
