Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
1.458381,0,1,Peer hit peer's target,-0.01444951,-0.03492714,-0.00361997,15.9942,0.6398531,5.981891,0.07412487,-0.429638,0.2660087,3.82599,344.2754,343.542
3.414295,1,1,User hit user's target,0.01315952,-0.02166918,-0.202103,1.104065,1.806025,359.7017,0.08309805,-0.4017496,0.1468529,0.8151647,2.719193,358.8926
4.359715,2,1,User hit user's target,0.03427704,-0.03928489,-0.2401719,5.73145,92.34363,1.750091,0.4433709,-0.4695469,-0.2835465,11.57959,96.91878,5.012568
4.648276,2,2,Peer hit peer's target,0.03248729,-0.02927798,-0.2347287,1.502328,88.8587,2.643806,0.4165419,-0.4285126,-0.2650472,358.6829,88.91957,8.954638
5.215809,2,3,Peer hit peer's target,0.02497501,-0.01270283,-0.2234603,351.0647,54.97629,1.101699,0.3372217,-0.3225869,-0.05211814,342.5242,53.74649,0.9289424
5.804427,3,3,User hit user's target,0.03404399,-0.0514968,-0.1825365,15.42148,44.89819,1.741846,0.278296,-0.5520422,-0.04594953,34.43037,44.9595,2.017335
5.837557,3,4,Peer hit peer's target,0.0361066,-0.05278693,-0.1817831,16.06172,46.12694,2.034904,0.2858079,-0.5555922,-0.05281582,34.21976,49.73138,5.67373
6.026872,3,5,Peer hit peer's target,0.04921652,-0.05534372,-0.1843215,16.48585,53.94165,1.929469,0.3210586,-0.5608179,-0.0854146,36.24434,58.5515,8.422372
6.382472,4,5,User hit user's target,0.05411355,-0.03317614,-0.2100308,3.561408,64.99039,359.7563,0.4019158,-0.3411448,-0.09723213,357.1315,63.01229,5.238735
6.493063,4,6,Peer hit peer's target,0.0495887,-0.02799233,-0.2154528,0.8606371,66.12269,359.3334,0.4106316,-0.3094417,-0.111082,351.6211,62.97026,5.6329
7.137823,5,6,User hit user's target,0.07339852,-0.06077122,-0.2390115,17.19898,77.51861,1.336062,0.3719022,-0.5810136,-0.2236459,32.39149,76.95417,9.49725
7.137823,5,7,Peer hit peer's target,0.07339852,-0.06077122,-0.2390115,17.19898,77.51861,1.336062,0.3719022,-0.5810136,-0.2236459,32.39149,76.95417,9.49725
7.560224,6,7,User hit user's target,0.07839116,-0.05731953,-0.2399037,15.30109,78.95088,1.560714,0.3814083,-0.5242626,-0.2134244,23.31335,70.87235,7.360699
8.069609,7,7,User hit user's target,0.0623999,-0.05209995,-0.2525598,11.76368,90.69852,1.934657,0.4633059,-0.4784639,-0.3582091,14.58025,101.1358,11.76587
8.080874,7,8,Peer hit peer's target,0.06231726,-0.05212455,-0.2530245,11.79185,91.00697,1.985194,0.464019,-0.4788329,-0.3633946,15.28321,102.3687,11.24563
8.636705,8,8,User hit user's target,0.04280162,-0.04355194,-0.2702172,4.372011,106.9154,2.636171,0.4058517,-0.4653667,-0.4144957,12.90185,100.7108,7.001378
9.025658,8,9,Peer hit peer's target,0.005237132,-0.03840062,-0.2695126,359.6595,129.6633,1.880607,0.2850552,-0.3988729,-0.5979803,359.8396,139.2877,7.715428
9.126033,7,9,User missed,-0.007400356,-0.03875548,-0.2676532,359.3968,135.2663,0.5620919,0.2360414,-0.3879664,-0.6336122,1.991185,145.5795,4.947393
9.603502,8,9,User hit user's target,-0.04720506,-0.04873916,-0.2637117,5.913846,158.114,358.511,0.05706539,-0.4708605,-0.6508473,16.29115,169.204,5.920527
10.05942,8,8,Peer missed,-0.03799214,-0.04591002,-0.2656992,4.576429,157.0723,0.5843776,0.1170513,-0.4344133,-0.5847955,1.629579,144.837,1.844369
11.39327,9,8,User hit user's target,0.00335181,-0.01845042,-0.2365387,351.974,86.47192,358.9166,0.3656546,-0.4210765,-0.2545481,8.415347,86.63872,1.458929
12.32662,10,8,User hit user's target,-0.01266864,-0.005373923,-0.2585233,342.7971,109.9824,353.5236,0.4085004,-0.2556241,-0.469978,347.5836,122.6311,355.8333
12.73801,11,8,User hit user's target,-0.04296979,-0.00459714,-0.2712972,341.4071,128.0098,350.5114,0.3005443,-0.2102205,-0.5673853,343.007,130.8663,355.7102
13.216,11,9,Peer hit peer's target,-0.05508193,0.0090545,-0.2451176,326.8962,124.3541,353.2192,0.2544178,-0.196203,-0.5387832,333.5485,131.4158,357.0999
14.87143,11,10,Peer hit peer's target,0.009814799,-0.023168,-0.2364638,356.0681,100.634,3.408326,0.2779447,-0.3913736,-0.4146672,356.5662,103.9859,1.392735
14.90592,11,11,Peer hit peer's target,0.01185281,-0.02443674,-0.2331328,357.0145,97.9479,3.679312,0.2825892,-0.3908804,-0.4055515,356.192,102.6006,1.237425
15.19387,11,12,Peer hit peer's target,0.02180711,-0.02597048,-0.2252073,357.7137,83.32968,4.641704,0.3130895,-0.3888311,-0.3061166,353.3764,83.43264,4.059291
15.62629,11,13,Peer hit peer's target,0.01194354,-0.02993917,-0.2151498,0.06973348,50.81246,6.520214,0.3002926,-0.3872043,-0.1539709,351.7175,50.00042,0.6410285
