Time (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.01113628,0.08771903,-0.1371169,-0.4630078,20.00648,347.7425,3.565718,0.05073319,-0.427831,-0.1504149,347.7286,336.6205,352.5805
0.02283804,0.08764998,-0.1371886,-0.4631384,20.01305,347.7232,3.577798,0.04959289,-0.4289107,-0.1511219,347.5394,336.922,353.7632
0.03452472,0.08751259,-0.1371524,-0.4632019,20.00719,347.769,3.596971,0.04868748,-0.4290722,-0.1516088,347.5069,337.4669,354.1209
0.04599636,0.08739588,-0.137118,-0.463247,19.97179,347.7833,3.63026,0.04789293,-0.4291489,-0.1521157,347.4639,337.6018,354.1983
0.05727657,0.0872708,-0.1371661,-0.4633732,20.00956,347.7765,3.626388,0.04724072,-0.4289538,-0.1523409,347.662,337.7759,353.8256
0.06746366,0.08717307,-0.137236,-0.4634638,20.01577,347.7687,3.650765,0.0466065,-0.4287801,-0.1524257,347.7648,338.0266,353.5476
0.07883148,0.08706579,-0.1373586,-0.4636151,20.08227,347.7574,3.685546,0.04625009,-0.4281822,-0.1521165,348.0756,338.3886,352.6534
0.08976012,0.08696456,-0.1375403,-0.463839,20.17544,347.6477,3.666989,0.04574544,-0.4278717,-0.1519756,348.3466,338.419,352.1591
0.1006131,0.08687989,-0.1377237,-0.4640306,20.24387,347.5635,3.70453,0.04506575,-0.4276372,-0.1516438,348.8322,338.1407,351.8971
0.1117989,0.08678187,-0.1378134,-0.4642487,20.38097,347.4221,3.623667,0.04449793,-0.4274337,-0.1512545,349.2813,337.965,351.6864
0.1233541,0.08668859,-0.1379335,-0.464379,20.41112,347.3176,3.563429,0.04439592,-0.4272227,-0.150501,349.8864,337.7983,351.3338
0.1364363,0.08653281,-0.1379437,-0.4644842,20.45652,347.2358,3.514729,0.04505835,-0.4269019,-0.1505111,349.8068,338.0014,350.8354
0.1465503,0.08639827,-0.1379707,-0.4645094,20.48568,347.1667,3.429431,0.04534366,-0.4265511,-0.1503219,349.6401,338.3164,350.6873
0.1559267,0.08621702,-0.1379841,-0.4644846,20.48524,347.1604,3.381656,0.04540287,-0.4261245,-0.1498973,349.4143,338.3301,350.7509
0.1666247,0.086013,-0.1379868,-0.464416,20.52594,347.1616,3.341478,0.04543826,-0.4260396,-0.1502032,349.1927,337.2763,350.6117
0.1779947,0.08574676,-0.1380713,-0.4642038,20.5686,347.0704,3.230441,0.04547477,-0.4260614,-0.1503733,349.0832,336.4784,350.5557
0.1892354,0.08537366,-0.1381509,-0.4639252,20.56681,347.0848,3.134434,0.04556144,-0.4261327,-0.1502396,349.1161,336.4169,350.6355
0.2001032,0.08498539,-0.1381982,-0.4635427,20.60658,347.0943,3.114541,0.04566131,-0.4265203,-0.1500417,349.3991,336.19,350.6385
0.2110005,0.08448133,-0.1383402,-0.4630793,20.58649,347.1231,3.036677,0.04568508,-0.4270061,-0.1498883,349.5346,335.6335,350.6618
