Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2.132634,0,1,Peer hit peer's target,0.05378046,-0.1398057,-0.4476424,19.71638,321.5721,353.0099,-0.04734194,-0.4844472,-0.1930614,2.458713,315.2627,351.9245
4.81143,1,1,User hit user's target,0.03814163,-0.1159412,-0.5047915,10.87628,90.59921,0.385365,0.4002033,-0.5001895,-0.4657957,17.3996,83.12116,355.9567
7.824544,0,1,User missed,-0.1775427,-0.06330188,-0.423735,301.2273,52.17836,20.5626,0.08906085,-0.007437528,-0.2376161,305.0752,45.10445,16.52588
8.079117,1,1,User hit user's target,-0.1540686,-0.06405628,-0.4718533,308.9793,41.83832,18.03409,0.1411414,-0.09499341,-0.2128436,323.8603,42.22021,6.885029
8.09052,1,2,Peer hit peer's target,-0.1521564,-0.06399956,-0.473402,309.2836,41.5317,17.87363,0.1430363,-0.09766146,-0.2117187,324.7158,41.95406,6.589921
8.345531,1,3,Peer hit peer's target,-0.09473252,-0.06231231,-0.4895573,325.0792,38.78419,12.11278,0.1810215,-0.1679966,-0.2037442,335.5175,41.89224,1.439379
9.046193,2,3,User hit user's target,-0.05976989,-0.05405693,-0.5973526,321.6263,94.35205,343.6783,0.4193157,-0.01822095,-0.5700259,324.6939,108.8047,338.8036
10.72234,2,4,Peer hit peer's target,0.02020287,-0.09603613,-0.5172639,2.054415,346.343,359.7058,0.03219822,-0.3521417,-0.1866521,356.356,342.3761,2.353272
11.05656,2,5,Peer hit peer's target,-0.004714541,-0.1013085,-0.5650811,3.41658,321.2064,359.3078,-0.09672863,-0.3866616,-0.3085583,0.04252348,313.7083,3.265874
11.64562,3,5,User hit user's target,-0.009372937,-0.1093421,-0.5748468,7.994071,316.0233,356.7426,-0.138181,-0.5052679,-0.3387308,20.46687,312.6012,2.490848
12.11143,4,5,User hit user's target,0.02442869,-0.104574,-0.5434823,6.215244,325.7259,354.7155,-0.1206543,-0.4494611,-0.2943746,12.68659,320.9177,4.192285
13.11211,5,5,User hit user's target,0.05488657,-0.07319452,-0.627507,344.7457,21.03059,357.8665,0.1888227,-0.3152281,-0.2698967,350.2936,16.72858,1.394354
13.55661,5,6,Peer hit peer's target,0.05163281,-0.06355871,-0.6558057,333.5293,29.56653,357.8623,0.2076902,-0.3299454,-0.2884297,351.0552,19.30425,1.040497
14.15658,5,7,Peer hit peer's target,0.05579617,-0.07481799,-0.6554931,344.6208,51.49625,355.4431,0.3584198,-0.3514452,-0.3693957,353.1907,55.19326,355.8598
14.74531,5,8,Peer hit peer's target,0.01829443,-0.08311365,-0.6886263,349.4879,123.5596,355.8483,0.3862834,-0.3028093,-0.831583,342.747,126.4831,353.6776
15.88904,6,8,User hit user's target,-0.1461707,-0.07741059,-0.560085,348.6875,212.93,349.0174,-0.3451076,-0.2244232,-0.9314643,339.8487,245.6364,335.7837
17.96819,6,9,Peer hit peer's target,-0.05867221,-0.08031612,-0.5968971,351.4116,346.22,6.854349,0.175385,-0.3901448,-0.3801335,355.7843,21.75761,355.5457
20.2125,5,9,User missed,0.05367235,-0.06552393,-0.6592128,337.2172,31.46746,355.5978,0.2619404,-0.2551737,-0.3947105,335.4306,22.13466,359.7241
20.2125,5,10,Peer hit peer's target,0.05367235,-0.06552393,-0.6592128,337.2172,31.46746,355.5978,0.2619404,-0.2551737,-0.3947105,335.4306,22.13466,359.7241
20.55558,6,10,User hit user's target,0.03347418,-0.05588022,-0.711085,324.0455,37.96218,352.2473,0.2622266,-0.1675457,-0.4887941,318.4799,28.77789,357.252
22.11126,6,9,Peer missed,0.0469851,-0.07266594,-0.7017345,342.103,82.72218,346.8464,0.4501636,-0.2909847,-0.6002125,345.6984,88.08527,348.8896
22.20093,7,9,User hit user's target,0.03698061,-0.07263381,-0.7106203,342.075,89.07838,345.7974,0.4665956,-0.2833871,-0.6494707,346.8451,93.48793,348.5532
22.66699,7,10,Peer hit peer's target,-0.02790679,-0.07176881,-0.7192039,339.1032,104.7218,347.2303,0.3714703,-0.2866072,-0.7974777,340.5727,109.896,349.0632
24.10156,6,10,User missed,-0.004537875,-0.07392361,-0.6770633,341.8078,20.55825,4.578909,0.2067387,-0.3548732,-0.3986538,357.2709,23.34561,356.4972
24.47959,7,10,User hit user's target,0.03903575,-0.07820661,-0.6773897,346.5851,33.9935,358.7212,0.3049103,-0.3809223,-0.4218889,359.2049,39.70392,356.6169
25.81168,7,11,Peer hit peer's target,0.08284135,-0.09978958,-0.684674,359.5495,66.61168,356.0469,0.3969324,-0.5180536,-0.5595374,16.46543,62.75753,4.799412
26.26807,7,12,Peer hit peer's target,0.06675599,-0.1021403,-0.7063621,0.1077196,92.03355,356.2652,0.4070738,-0.5016591,-0.7259937,10.79008,89.18679,6.424908
27.23449,7,13,Peer hit peer's target,-0.03532678,-0.08864853,-0.7327858,351.4402,139.0985,354.9057,0.2012185,-0.3785877,-1.008339,349.8544,138.2829,359.8591
33.0463,7,12,Peer missed,0.07103173,-0.1248688,-0.6311345,12.80011,47.86684,358.0908,0.2538549,-0.5172707,-0.5188617,12.35494,41.74649,357.8606
40.11305,7,13,Peer hit peer's target,-0.02010255,-0.0732756,-0.4922033,354.3062,283.2237,348.4563,-0.3868923,-0.2958645,-0.4879724,346.4417,310.3612,325.1993
46.12345,7,12,Peer missed,-0.08459698,-0.08877086,-0.6331115,359.3976,228.8755,356.3666,-0.3078057,-0.4683644,-0.9096062,9.491504,227.7841,358.9947
47.16783,6,12,User missed,-0.02522021,-0.07875087,-0.6403875,353.6794,180.4372,357.6052,-0.0232289,-0.3780405,-0.9778655,1.707033,180.1949,356.6535
47.48012,5,12,User missed,-0.02296892,-0.08188348,-0.6461228,356.2803,173.6065,357.5119,0.05116972,-0.4467354,-0.9969186,17.09963,163.1548,355.4821
47.79029,6,12,User hit user's target,-0.01287396,-0.08538125,-0.6469164,359.5229,161.3301,358.2986,0.1024452,-0.4672658,-0.9459716,18.87381,146.3341,355.3134
48.72472,7,12,User hit user's target,-0.1053186,-0.05074377,-0.6316517,323.0362,87.49076,1.768212,0.2071566,-0.1664544,-0.6439849,322.9687,83.53255,358.476
48.81396,8,11,Peer hit user's target,-0.1116108,-0.05141467,-0.6395801,322.569,82.71093,2.482329,0.200982,-0.1639043,-0.6281127,322.604,77.91862,359.7812
49.28036,9,11,User hit user's target,-0.1164508,-0.05137192,-0.6927468,322.4505,51.35953,5.824494,0.1173392,-0.145201,-0.5402998,319.9678,38.5715,9.027497
49.68066,10,11,User hit user's target,-0.09038829,-0.05429943,-0.7065979,329.0627,41.52298,4.722236,0.128139,-0.2130971,-0.5007541,336.3759,26.93037,8.683908
50.34061,11,11,User hit user's target,-0.02277044,-0.06872661,-0.6975009,346.6584,74.88058,355.8954,0.3277435,-0.368029,-0.6406086,357.4992,76.49215,2.771553
51.002,12,11,User hit user's target,0.02430019,-0.1130061,-0.7420948,12.74533,131.3355,357.5875,0.1758999,-0.6103848,-0.9674016,36.82391,136.3648,22.20421
51.22364,12,12,Peer hit peer's target,0.01432866,-0.1199447,-0.7537445,15.38149,147.0321,358.6393,0.105086,-0.6197028,-1.001421,35.71448,154.8028,27.71886
51.23559,12,13,Peer hit peer's target,0.01398627,-0.1198069,-0.7537181,15.27656,147.3978,358.6604,0.1041947,-0.6158414,-1.000981,34.29573,154.4581,27.5447
