Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.3956961,0,-1,Peer missed,0,0,0,0,0,0,0.0956324,-0.250832,-0.146922,340.0594,74.03426,350.229
0.4878907,0,-2,Peer missed,0,0,0,0,0,0,0.09541668,-0.2507871,-0.1465725,339.924,75.00598,351.2794
2.365241,-1,-2,User missed,0,0,0,0,0,0,0.09440622,-0.2498408,-0.1382809,342.2321,106.402,4.732308
2.588269,-2,-2,User missed,0,0,0,0,0,0,0.09260368,-0.2546114,-0.1339306,320.758,101.6788,26.19045
2.817113,-3,-2,User missed,0,0,0,0,0,0,0.09420469,-0.2504832,-0.143684,341.3378,91.13526,352.1648
4.687318,-3,-3,Peer missed,0,0,0,0,0,0,0.1120588,-0.2527597,-0.1496818,343.4225,4.650904,326.8975
9.06576,-3,-4,Peer missed,0,0,0,0,0,0,0.1027515,-0.2709707,-0.1311724,304.0341,48.84579,151.5078
12.39435,-3,-3,Peer hit peer's target,0,0,0,0,0,0,0.1004509,-0.2646622,-0.127237,322.5859,93.1163,103.3814
12.58728,-3,-2,Peer hit peer's target,0,0,0,0,0,0,0.1004553,-0.2646645,-0.1272366,322.5748,93.12659,103.3898
13.05836,-3,-1,Peer hit peer's target,0,0,0,0,0,0,0.1004626,-0.2646643,-0.1272343,322.5447,93.1571,103.3749
13.70913,-3,0,Peer hit peer's target,0,0,0,0,0,0,0.1004683,-0.2646627,-0.1272321,322.5664,93.18951,103.3758
14.9703,-3,1,Peer hit peer's target,0,0,0,0,0,0,0.1004785,-0.2646581,-0.1272275,322.5765,93.25127,103.3538
