Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/07/02 - 10:41:49.5837658,44.99089,-1.073484,-0.1967929,-0.1890982,357.8392,7.933876,359.7529,-1.008177,-0.5611601,-0.01424479,329.0572,2.818372,7.248975
2018/07/02 - 10:41:49.5937404,45.00154,-1.073434,-0.1967829,-0.1890849,357.844,7.928432,359.7547,-1.008153,-0.561148,-0.01426368,329.0518,2.815075,7.247261
2018/07/02 - 10:41:49.6057081,45.01292,-1.073391,-0.1967753,-0.1890396,357.8396,7.933145,359.7482,-1.008121,-0.561132,-0.01427664,329.0537,2.81078,7.243639
2018/07/02 - 10:41:49.6166793,45.0246,-1.073345,-0.1967624,-0.1890057,357.8425,7.933325,359.7427,-1.008085,-0.5611382,-0.01427108,329.0558,2.806428,7.234064
2018/07/02 - 10:41:49.6266514,45.03544,-1.073277,-0.1967491,-0.1889743,357.847,7.93485,359.7343,-1.008056,-0.5611563,-0.0142412,329.0607,2.805661,7.231023
2018/07/02 - 10:41:49.6386205,45.04636,-1.073228,-0.1967437,-0.1889462,357.8483,7.93644,359.7383,-1.008022,-0.5611689,-0.01416499,329.0733,2.806541,7.241001
2018/07/02 - 10:41:49.6495901,45.0572,-1.073146,-0.1967301,-0.1889083,357.8585,7.956061,359.7385,-1.007988,-0.5611897,-0.01411568,329.0696,2.809118,7.250091
2018/07/02 - 10:41:49.6628898,45.06843,-1.073066,-0.1967248,-0.188872,357.8571,7.958558,359.7342,-1.007947,-0.561237,-0.01407549,329.0645,2.819566,7.25673
2018/07/02 - 10:41:49.6738423,45.0809,-1.072984,-0.1967172,-0.1888325,357.8508,7.953154,359.7328,-1.007912,-0.5612755,-0.01408151,329.0697,2.822415,7.256447
2018/07/02 - 10:41:49.6838152,45.0922,-1.072908,-0.1966948,-0.1888007,357.8558,7.975269,359.7335,-1.007854,-0.5612273,-0.0140569,329.0613,2.832114,7.243025
2018/07/02 - 10:41:49.6967821,45.10258,-1.072844,-0.1966927,-0.1887654,357.8447,7.973431,359.7313,-1.007793,-0.561134,-0.01402258,329.0533,2.847102,7.215569
